"scientific_name","common_name","stock_name","stock_area","overfishing","overfished","assessment_level","last_assessment","catch_gap","abundance_gap","LH_gap","comp_gap","eco_gap","Complexity.in.Reproductive.Strategy","Habitat.Specificity","Prey.Specificity","Exposure","Sensitivity","tmax","tm","rho","Fmsy_over_M","MASPS","margsd","Loo","K","M","r","status","tmax2","margsd2","rho2","Fmsy_over_M2","status2","avg_p_score","avg_s_score","score"
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Nooksack Spring Early","Puget Sound: Nooksack Spring Early","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Puyallup Summer/Fall","Puget Sound: Puyallup Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Skagit Spring","Puget Sound: Skagit Spring","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Skagit Summer/Fall","Puget Sound: Skagit Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Snohomish Summer/Fall","Puget Sound: Snohomish Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Stillaguamish Summer/Fall","Puget Sound: Stillaguamish Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: White River Spring","Puget Sound: White River Spring","Unknown","Unknown",2,3,0,3,2,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Grays Harbor Fall","Washington Coast: Grays Harbor Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Grays Harbor Spring","Washington Coast: Grays Harbor Spring","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Hoh Fall","Washington Coast: Hoh Fall","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Hoh Spring/Summer","Washington Coast: Hoh Spring/Summer","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Hoko Summer/Fall","Washington Coast: Hoko Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Queets Fall","Washington Coast: Queets Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Queets Spring/Summer","Washington Coast: Queets Spring/Summer","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Quillayute Fall","Washington Coast: Quillayute Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Quillayute Spring/Summer","Washington Coast: Quillayute Spring/Summer","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Quinault Fall Hatchery","Washington Coast: Quinault Fall Hatchery","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery","Washington Coast: Willapa Bay Fall Hatchery","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Washington Coast: Willapa Bay Fall Natural","Washington Coast: Willapa Bay Fall Natural","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Ophiodon _ elongatus","Lingcod","Lingcod - Northern Pacific Coast","Northern Pacific Coast","No","No",2,2,2,2,2,2,2,2,3,3,1,3,2,2,1,1,2,2,1,2,2,2,3,2,2,1,1,3,2.14285714285714,1.84615384615385,1.99450549450549
"Ophiodon _ elongatus","Lingcod","Lingcod - Southern Pacific Coast","Southern Pacific Coast","No","No",2,2,2,2,2,2,2,2,3,3,1,3,2,2,1,1,2,2,1,2,2,2,3,2,2,1,1,3,2.14285714285714,1.84615384615385,1.99450549450549
"Pagrus _ pagrus","Red porgy","Red porgy - Southern Atlantic Coast","Southern Atlantic Coast","No","Yes",2,3,1,3,2,2,3,3,3,3,1,2,2,2,3,1,3,2,1,2,2,3,1,2,2,3,1,1,2.28571428571429,2,2.14285714285714
"Panulirus _ argus","Caribbean spiny lobster","Caribbean spiny lobster - Puerto Rico","Puerto Rico","No","No",2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,3,2.07142857142857,2.38461538461538,2.22802197802198
"Panulirus _ argus","Caribbean spiny lobster","Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","Unknown","Unknown",2,1,0,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2.07142857142857,1.92307692307692,1.99725274725275
"Panulirus _ argus","Caribbean spiny lobster","Caribbean spiny lobster - St. Croix","St. Croix","No","No",2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,3,2.07142857142857,2.38461538461538,2.22802197802198
"Panulirus _ argus","Caribbean spiny lobster","Caribbean spiny lobster - St. Thomas / St. John","St. Thomas / St. John","No","No",2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,3,2.07142857142857,2.38461538461538,2.22802197802198
"Paralichthys _ dentatus","Summer flounder","Summer flounder - Mid-Atlantic Coast","Mid-Atlantic Coast","No","No",2,3,0,3,3,3,3,2,2,2,2,2,3,3,2,1,3,3,2,3,3,3,3,3,3,2,1,3,2.64285714285714,2.30769230769231,2.47527472527473
"Paralithodes _ camtschaticus","Red king crab","Red king crab - Bristol Bay","Bristol Bay","No","No",2,3,0,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2.30769230769231,2.15384615384615
"Paralithodes _ camtschaticus","Red king crab","Red king crab - Norton Sound","Norton Sound","No","No",2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2.46153846153846,2.23076923076923
"Paralithodes _ camtschaticus","Red king crab","Red king crab - Pribilof Islands","Pribilof Islands","Unknown","Unknown",2,2,0,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.07692307692308,2.03846153846154
"Paralithodes _ camtschaticus","Red king crab","Red king crab - Western Aleutian Islands","Western Aleutian Islands","Unknown","Unknown",1,2,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.07692307692308,2.03846153846154
"Paralithodes _ platypus","Blue king crab","Blue king crab - Pribilof Islands","Pribilof Islands","Unknown","Unknown",2,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.15384615384615,2.07692307692308
"Paralithodes _ platypus","Blue king crab","Blue king crab - Saint Matthew Island","Saint Matthew Island","Unknown","Unknown",2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.30769230769231,2.15384615384615
"Parophrys _ vetulus","English sole","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,1.92307692307692,1.96153846153846
"Parophrys _ vetulus","English sole","English sole - Pacific Coast","Pacific Coast","No","No",2,1,1,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,3,2,2,2,1,3,2,2.23076923076923,2.11538461538462
"Parophrys _ vetulus","English sole","Gulf of Alaska Shallow Water Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,1.92307692307692,1.96153846153846
"Parupeneus _ insularis","Twosaddle goatfish","Twosaddle goatfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Parupeneus _ porphyreus","Goatfish (Parupeneus porphyreus)","Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Patinopecten _ caurinus","Weathervane scallop","Weathervane scallop - Alaska","Alaska","Unknown","Unknown",1,3,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2.07142857142857,2.15384615384615,2.11263736263736
"Peprilus _ triacanthus","Butterfish","Butterfish - Gulf of Maine / Cape Hatteras","Gulf of Maine / Cape Hatteras","No","No",3,3,1,3,3,3,3,3,3,3,1,3,3,3,1,1,3,1,1,3,3,3,3,3,1,1,1,3,2.57142857142857,2.23076923076923,2.4010989010989
"Placopecten _ magellanicus","Sea scallop","Sea scallop - Northwestern Atlantic Coast","Northwestern Atlantic Coast","No","No",2,3,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,2,2,2,2,3,2,2.38461538461538,2.19230769230769
"Platichthys _ stellatus","Starry flounder","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Platichthys _ stellatus","Starry flounder","Gulf of Alaska Shallow Water Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Platichthys _ stellatus","Starry flounder","Starry flounder - Northern Pacific Coast","Northern Pacific Coast","Unknown","Unknown",1,2,2,2,2,2,2,3,3,3,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2.21428571428571,1.76923076923077,1.99175824175824
"Platichthys _ stellatus","Starry flounder","Starry flounder - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,0,3,3,3,3,3,3,3,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2.21428571428571,2,2.10714285714286
"Platichthys _ stellatus","Starry flounder","Starry flounder - Southern Pacific Coast","Southern Pacific Coast","Unknown","Unknown",1,2,2,2,2,2,2,3,3,3,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2.21428571428571,1.76923076923077,1.99175824175824
"Pleoticus _ robustus","Royal red shrimp","Royal red shrimp - Gulf of Mexico","Gulf of Mexico","No","Unknown",2,3,1,3,2,1,3,2,2,3,1,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2.14285714285714,2,2.07142857142857
"Pleurogrammus _ monopterygius","Atka mackerel","Atka mackerel - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","No","No",2,3,0,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,1,3,3,2,3,2,1,1,2,3,1.92857142857143,2.23076923076923,2.07967032967033
"Pleurogrammus _ monopterygius","Atka mackerel","Atka mackerel - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",1,2,1,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,1,3,3,2,2,2,1,1,2,2,1.92857142857143,2,1.96428571428571
"Pleuronectes _ quadrituberculatus","Alaska plaice","Alaska plaice - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","No","No",2,3,0,3,3,3,3,3,3,3,1,3,1,1,2,1,2,2,1,1,1,2,3,1,2,2,1,3,1.85714285714286,2.23076923076923,2.04395604395604
"Pleuronectes _ quadrituberculatus","Alaska plaice","Gulf of Alaska Shallow Water Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1.85714285714286,1.84615384615385,1.85164835164835
"Pleuronichthys _ decurrens","Curlfin sole","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Pollachius _ virens","Pollock","Pollock - Gulf of Maine / Georges Bank","Gulf of Maine / Georges Bank","No","No",2,2,1,3,3,3,3,3,3,3,1,3,2,1,2,1,2,2,2,1,2,2,3,2,2,2,1,3,2.14285714285714,2.23076923076923,2.18681318681319
"Polyprion _ americanus","Wreckfish","Wreckfish - Southern Atlantic Coast","Southern Atlantic Coast","Unknown","Unknown",2,1,1,3,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,1,1,1,2,1,2,3,1,2,1.5,2,1.75
"Pomatomus _ saltatrix","Bluefish","Bluefish - Atlantic Coast","Atlantic Coast","No","Yes",2,3,0,3,3,3,2,3,3,3,1,2,2,2,3,1,3,3,2,2,3,3,1,2,3,3,1,1,2.57142857142857,2,2.28571428571429
"Prionace _ glauca","Blue shark","Blue shark - North Atlantic","North Atlantic","Unknown","Unknown",2,2,1,3,3,3,3,2,2,2,2,2,2,1,1,3,1,2,3,1,1,1,2,2,2,1,3,2,1.71428571428571,2.15384615384615,1.93406593406593
"Prionace _ glauca","Blue shark","Blue shark - North Pacific","North Pacific","Unknown","Unknown",2,2,1,3,3,3,3,2,2,2,2,2,2,1,1,3,1,2,3,1,1,1,2,2,2,1,3,2,1.71428571428571,2.15384615384615,1.93406593406593
"Pristipomoides _ auricilla","Goldflag snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ auricilla","Goldflag snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ filamentosus","Crimson jobfish","Crimson jobfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1.92307692307692,1.96153846153846
"Pristipomoides _ filamentosus","Pink snapper","American Samoa Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Pink snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Pink snapper","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Pink snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ flavipinnis","Yelloweye snapper","American Samoa Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ flavipinnis","Yelloweye snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ flavipinnis","Yelloweye snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ sieboldii","Von Siebold's snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ sieboldii","Von Siebold's snapper","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ sieboldii","Von Siebold's snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ zonatus","Brigham's snapper","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ zonatus","Oblique-banded snapper","American Samoa Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Pristipomoides _ zonatus","Oblique-banded snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Pristipomoides _ zonatus","Oblique-banded snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Psettichthys _ melanostictus","Sand sole","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1.85714285714286,1.92307692307692,1.89010989010989
"Psettichthys _ melanostictus","Sand sole","Gulf of Alaska Shallow Water Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1.85714285714286,1.92307692307692,1.89010989010989
"Pseudopleuronectes _ americanus","Winter flounder","Winter flounder - Georges Bank","Georges Bank","No","No - Rebuilding",2,3,1,3,2,3,1,2,2,2,2,2,2,2,1,1,3,1,1,3,2,3,3,2,1,1,1,3,2,2,2
"Pseudopleuronectes _ americanus","Winter flounder","Winter flounder - Gulf of Maine","Gulf of Maine","No","Unknown",1,3,1,3,2,1,2,2,2,2,2,2,2,2,1,1,3,1,1,3,2,3,2,2,1,1,1,2,2,1.69230769230769,1.84615384615385
"Pseudopleuronectes _ americanus","Winter flounder","Winter flounder - Southern New England / Mid-Atlantic","Southern New England / Mid-Atlantic","Unknown","Unknown",2,3,0,3,2,3,3,2,2,2,2,2,2,2,1,1,3,1,1,3,2,3,2,2,1,1,1,2,2,1.92307692307692,1.96153846153846
"Rachycentron _ canadum","Cobia","Cobia - Gulf of Mexico","Gulf of Mexico","Yes","No",2,3,1,2,3,3,3,2,3,3,1,2,2,2,2,1,2,2,2,3,3,2,1,2,2,2,1,1,2.28571428571429,1.92307692307692,2.1043956043956
"Raja _ binoculata","Big skate","Bering Sea / Aleutian Islands Skate Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,2,2,1,2,2,3,2,3,2,1.92857142857143,2,1.96428571428571
"Raja _ binoculata","Big skate","Big skate - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,2,2,1,2,2,3,2,3,2,1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ binoculata","Big skate","Big skate - Pacific Coast","Pacific Coast","No","No",2,2,0,3,3,3,2,2,2,2,2,2,2,1,2,3,1,3,2,2,2,1,3,2,3,2,3,3,1.92857142857143,2.30769230769231,2.11813186813187
"Raja _ binoculata","Big skate","Gulf of Alaska Skate Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,2,2,1,2,2,3,2,3,2,1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ eglanteria","Clearnose skate","Clearnose skate - Southern New England / Mid-Atlantic","Southern New England / Mid-Atlantic","Unknown","Unknown",2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,3,1,3,2,2,2,1,2,2,3,1,3,2,1.92857142857143,2.38461538461538,2.15659340659341
"Raja _ rhina","Longnose skate","Gulf of Alaska Skate Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,1,2,1,2,2,3,2,3,2,1.85714285714286,2.07692307692308,1.96703296703297
"Raja _ rhina","Longnose skate","Longnose skate - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,2,1,2,1,2,2,3,2,3,2,1.85714285714286,2,1.92857142857143
"Raja _ rhina","Longnose skate","Longnose skate - Pacific Coast","Pacific Coast","No","No",2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,3,1,3,2,1,2,1,3,2,3,2,3,3,1.85714285714286,2.53846153846154,2.1978021978022
"Ranina _ ranina","Spanner crab","Spanner crab - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2.14285714285714,2.07692307692308,2.10989010989011
"Reinhardtius _ hippoglossoides","Greenland halibut","Greenland halibut - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","No","No",2,3,0,3,3,3,3,2,2,2,2,2,1,1,3,1,2,3,2,1,1,2,3,1,3,3,1,3,1.78571428571429,2.46153846153846,2.12362637362637
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark","Atlantic Small Coastal Shark Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,2,3,2,1,3,1,2,2,3,3,1,2,3,2,1,3,2,2.35714285714286,1.84615384615385,2.10164835164835
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark","Atlantic sharpnose shark - Atlantic","Atlantic","No","No",2,1,1,3,3,3,3,3,3,3,1,2,3,2,1,3,1,2,2,3,3,1,3,3,2,1,3,3,2.35714285714286,2.15384615384615,2.25549450549451
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark","Atlantic sharpnose shark - Gulf of Mexico","Gulf of Mexico","No","No",2,1,1,3,3,3,3,3,3,3,1,2,3,2,1,3,1,2,2,3,3,1,3,3,2,1,3,3,2.35714285714286,2.15384615384615,2.25549450549451
"Rhomboplites _ aurorubens","Vermilion snapper","Vermilion snapper - Gulf of Mexico","Gulf of Mexico","No","No",2,3,0,3,3,3,3,3,3,3,1,3,2,2,2,1,3,2,2,2,2,2,3,2,2,2,1,3,2.35714285714286,2.23076923076923,2.29395604395604
"Rhomboplites _ aurorubens","Vermilion snapper","Vermilion snapper - Southern Atlantic Coast","Southern Atlantic Coast","No","No",2,2,1,3,2,2,2,3,3,3,1,3,2,2,2,1,3,2,2,2,2,2,3,2,2,2,1,3,2.35714285714286,2,2.17857142857143
"Salmo _ salar","Atlantic salmon","Atlantic salmon - Gulf of Maine","Gulf of Maine","Unknown","Unknown",2,3,0,3,3,3,2,2,2,2,2,2,3,3,1,1,3,3,2,3,3,3,2,3,3,1,1,2,2.64285714285714,1.92307692307692,2.28296703296703
"Sardinops _ sagax","Pacific sardine","Pacific sardine - Northern Subpopulation","Northern Subpopulation","Unknown","Unknown",2,3,0,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2,1.92307692307692,1.96153846153846
"Scarus _ altipinnis","Filament-finned parrotfish","Filament-f inned parrotfish - Guam","Guam","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.76923076923077,1.81318681318681
