Stock.Name,Jurisdiction,FMP,Science.Center,Regional.Ecosystem,Common.Name,Stock.Area,Assessment.Level,Model.Category,F.Flimit,F.Fmsy,B.Blimit,B.Bmsy,Genus,Species,overfishing,overfished,scientific_name,Mean.Gap,Exposure,Sensitivity,Loo,tmax,tm,M,h,r,Fmsy_over_M,Assessment.Level_scored,Model.Category_scored,status,scored_gap,avg_p_score,avg_s_score,distance,family,phylopic_uuid
Tilefish - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Tilefish,Southern Atlantic Coast,4,6,0.947000027,0.947000027,1.235000014,0.926999986,Lopholatilus,chamaeleonticeps,No,No,Lopholatilus chamaeleonticeps,1.75,1,2,2,1,1,1,3,2,3,1,1,1,1,1.714285714,1.4,1.346499619,Malacanthidae,NA
Indo-Pacific blue marlin - Pacific,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Indo-Pacific blue marlin,Pacific,4,6,0.564999998,0.564999998,NA,1.172000051,Makaira,mazara,Unknown,Unknown,Makaira mazara,NA,NA,NA,1,2,1,2,1,1,1,1,1,NA,NA,1.333333333,1,1.666666667,Istiophoridae,495d8372-dc7a-44b6-b8e4-3b462672d71f
Gray triggerfish - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Gray triggerfish,Gulf of Mexico,4,6,0.246999994,0.620999992,0.91900003,0.579999983,Balistes,capriscus,Unknown,Unknown,Balistes capriscus,0.5,2,3,3,3,3,3,3,3,3,1,1,NA,1,3,1.75,0.75,Balistidae,5e28848d-148f-49ad-b1f7-c17efa8fe623
Northern rock sole - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rock sole,Gulf of Alaska,NA,6,0.074000001,0.074000001,NA,2.325999975,Lepidopsetta,polyxystra,Unknown,Unknown,Lepidopsetta polyxystra,NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Rock sole - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rock sole,Gulf of Alaska,NA,6,0.052000001,0.052000001,NA,2.323999882,Lepidopsetta,bilineata,Unknown,Unknown,Lepidopsetta bilineata,NA,NA,NA,3,2,1,1,3,2,3,NA,1,NA,NA,2,2,1.414213562,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Red porgy - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Red porgy,Southern Atlantic Coast,4,6,1.73300004,1.73300004,0.347000003,0.270000011,Pagrus,pagrus,No,Yes,Pagrus pagrus,1.5,2,3,3,2,2,2,3,3,3,1,1,3,1,2.571428571,2,1.087967587,Sparidae,19759b22-303b-451f-b4d8-eb6873346a26
Cobia - Gulf of Mexico,SAFMC / GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,SEFSC,Gulf of Mexico,Cobia,Gulf of Mexico,NA,6,1.42900002,1.42900002,1.110999942,0.68900001,Rachycentron,canadum,Yes,No,Rachycentron canadum,1.25,2,2,2,2,2,3,2,2,3,NA,1,3,1,2.142857143,2,1.31707778,Rachycentridae,NA
Cabezon - Northern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cabezon,Northern California,NA,6,0.537999988,0.537999988,2.605999947,1.628999949,Scorpaenichthys,marmoratus,Unknown,Unknown,Scorpaenichthys marmoratus,NA,NA,NA,3,2,2,2,3,3,3,NA,1,NA,NA,2.5,2,1.118033989,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
Cabezon - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cabezon,Northern Pacific Coast,4,6,0.833999991,0.833999991,2.112999916,1.32099998,Scorpaenichthys,marmoratus,Unknown,Unknown,Scorpaenichthys marmoratus,NA,NA,NA,3,2,2,2,3,3,3,1,1,NA,NA,2.5,2,1.118033989,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
Cabezon - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cabezon,Southern California,NA,6,0.375,0.375,1.975000024,1.233999968,Scorpaenichthys,marmoratus,Unknown,Unknown,Scorpaenichthys marmoratus,NA,NA,NA,3,2,2,2,3,3,3,NA,1,NA,NA,2.5,2,1.118033989,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
Cabezon - Washington,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cabezon,Washington,1,1,NA,NA,NA,NA,Scorpaenichthys,marmoratus,Unknown,Unknown,Scorpaenichthys marmoratus,NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
Longspine thornyhead - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Longspine thornyhead,Pacific Coast,NA,6,0.137999997,0.137999997,2.90199995,1.81400001,Sebastolobus,altivelis,No,No,Sebastolobus altivelis,0.5,NA,NA,3,1,1,1,3,1,3,NA,1,1,1,1.666666667,1.5,1.424000624,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Bigeye bream - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bigeye bream,Guam,NA,1,0.952000022,NA,NA,NA,Monotaxis,grandoculis,Unknown,Unknown,Monotaxis grandoculis,NA,NA,NA,3,2,2,3,3,3,3,NA,3,NA,NA,2.666666667,3,2.02758751,Lethrinidae,NA
Bluefin trevally - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bluefin trevally,Guam,NA,1,1.75999999,NA,NA,NA,Caranx,melampygus,Unknown,Unknown,Caranx melampygus,NA,1,3,2,2,2,3,3,3,3,NA,3,NA,NA,2.571428571,2.333333333,1.400518207,Carangidae,0eb09006-b566-4cf4-8767-ffab6f4ecfc1
Island jack - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Island jack,Guam,NA,1,0.808000028,NA,NA,NA,Carangoides,orthogrammus,Unknown,Unknown,Carangoides orthogrammus,NA,NA,NA,3,3,3,3,3,3,3,NA,3,NA,NA,3,3,2,Carangidae,0eb09006-b566-4cf4-8767-ffab6f4ecfc1
Longnose emperor - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Longnose emperor,Guam,NA,1,1.582999945,NA,NA,NA,Lethrinus,olivaceus,Unknown,Unknown,Lethrinus olivaceus,NA,NA,NA,2,2,1,2,2,2,3,NA,3,NA,NA,1.833333333,3,2.315407332,Lethrinidae,NA
Pacific longnose parrotfish - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Pacific longnose parrotfish,Guam,NA,1,0.486000001,NA,NA,NA,Hipposcarus,longiceps,Unknown,Unknown,Hipposcarus longiceps,NA,1,3,3,2,2,2,2,2,3,NA,3,NA,NA,2.285714286,2.333333333,1.512607636,Scaridae,1090f2c9-8b5e-4f66-8749-6add8ef9fdf4
Steephead parrotfish - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Steephead parrotfish,Guam,NA,1,0.870999992,NA,NA,NA,Chlorurus,microrhinos,Unknown,Unknown,Chlorurus microrhinos,NA,1,2,2,2,2,2,2,2,3,NA,3,NA,NA,2,2.333333333,1.666666667,Scaridae,1090f2c9-8b5e-4f66-8749-6add8ef9fdf4
Yellowlip emperor - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Yellowlip emperor,Guam,NA,1,1,NA,NA,NA,Lethrinus,xanthochilus,Unknown,Unknown,Lethrinus xanthochilus,NA,NA,NA,3,2,1,2,2,2,3,NA,3,NA,NA,2,3,2.236067977,Lethrinidae,NA
Hogfish - Eastern Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Hogfish,Eastern Gulf of Mexico,4,NA,0.50999999,0.50999999,4.717000008,2.358999968,Lachnolaimus,maximus,Unknown,Unknown,Lachnolaimus maximus,0.25,2,2,3,2,2,2,3,3,3,1,1,NA,1,2.428571429,1.75,0.942884199,Labridae,1dae0e58-2cdd-4273-bf4f-feea20f55bbb
Blueline tilefish - Mid-Atlantic Coast,MAFMC,Tilefish,SEFSC,Northeast Shelf / Southeast Shelf,Blueline tilefish,Mid-Atlantic Coast,1,NA,NA,NA,NA,NA,Caulolatilus,microps,Unknown,Unknown,Caulolatilus microps,1,2,2,2,2,1,2,3,2,3,NA,NA,NA,1,2,2,1.414213562,Malacanthidae,NA
Thresher shark - North Pacific,PFMC / WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SWFSC / PIFSC,Pacific Highly Migratory,Thresher shark,North Pacific,4,NA,0.209999993,0.209999993,1.399999976,1.34800005,Alopias,vulpinus,Unknown,Unknown,Alopias vulpinus,0.25,NA,NA,1,2,1,1,1,1,1,1,1,NA,1,1.166666667,1,1.833333333,Alopiidae,NA
Vermilion snapper - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Vermilion snapper,Southern Atlantic Coast,4,NA,0.610000014,0.610000014,1.511000037,1.131000042,Rhomboplites,aurorubens,No,No,Rhomboplites aurorubens,1.5,2,3,2,2,2,2,3,2,3,1,1,1,1,2.285714286,1.6,0.932847298,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Crimson jobfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Crimson jobfish,Main Hawaiian Islands,3,NA,NA,0.584999979,NA,1.269999981,Pristipomoides,filamentosus,Unknown,Unknown,Pristipomoides filamentosus,NA,NA,NA,2,2,2,2,3,2,3,2,2,NA,NA,2.166666667,2.5,1.715938357,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Bigeye thresher - North Pacific,PFMC / WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SWFSC / PIFSC,Pacific Highly Migratory,Bigeye thresher,Pacific,2,NA,NA,NA,NA,NA,Alopias,superciliosus,Unknown,Unknown,Alopias superciliosus,NA,NA,NA,1,2,1,1,1,1,1,3,3,NA,NA,1.166666667,2,2.088327348,Alopiidae,NA
Blueline tilefish - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Blueline tilefish,Southern Atlantic Coast,3,NA,0.917999983,0.917999983,1.407999992,1.055999994,Caulolatilus,microps,Unknown,Unknown,Caulolatilus microps,1,2,2,2,2,1,2,3,2,3,2,2,NA,1,2,2,1.414213562,Malacanthidae,NA
Bullethead parrotfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bullethead parrotfish,Main Hawaiian Islands,2,NA,1.350999951,NA,NA,NA,Chlorurus,sordidus,Unknown,Unknown,Chlorurus sordidus,NA,1,2,3,2,3,2,2,2,3,3,3,NA,NA,2.285714286,2.333333333,1.512607636,Scaridae,1090f2c9-8b5e-4f66-8749-6add8ef9fdf4
Giant trevally - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Giant trevally,Main Hawaiian Islands,2,NA,1.059000015,NA,NA,NA,Caranx,ignobilis,Unknown,Unknown,Caranx ignobilis,NA,1,3,2,2,2,3,3,2,3,3,3,NA,NA,2.428571429,2.333333333,1.450623449,Carangidae,0eb09006-b566-4cf4-8767-ffab6f4ecfc1
Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Goatfish (Parupeneus porphyreus),Main Hawaiian Islands,2,NA,1.851999998,NA,NA,NA,Parupeneus,porphyreus,Unknown,Unknown,Parupeneus porphyreus,NA,NA,NA,3,3,3,3,3,3,3,3,3,NA,NA,3,3,2,Mullidae,c14901ae-aad3-493d-8f0a-8436207f19f8
Spectacled parrotfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Spectacled parrotfish,Main Hawaiian Islands,2,NA,0.474000007,NA,NA,NA,Chlorurus,perspicillatus,Unknown,Unknown,Chlorurus perspicillatus,NA,1,2,3,2,2,2,2,2,3,3,3,NA,NA,2.142857143,2.333333333,1.585077807,Scaridae,1090f2c9-8b5e-4f66-8749-6add8ef9fdf4
Twosaddle goatfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Twosaddle goatfish,Main Hawaiian Islands,2,NA,0.388999999,NA,NA,NA,Parupeneus,insularis,Unknown,Unknown,Parupeneus insularis,NA,NA,NA,3,3,3,3,3,3,3,3,3,NA,NA,3,3,2,Mullidae,c14901ae-aad3-493d-8f0a-8436207f19f8
Yellowfin goatfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Yellowfin goatfish,Main Hawaiian Islands,2,NA,0.421999991,NA,NA,NA,Mulloidichthys,vanicolensis,Unknown,Unknown,Mulloidichthys vanicolensis,NA,1,3,3,3,3,3,3,3,3,3,3,NA,NA,3,2.333333333,1.333333333,Mullidae,c14901ae-aad3-493d-8f0a-8436207f19f8
Yellowstripe goatfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Yellowstripe goatfish,Main Hawaiian Islands,2,NA,0.515999973,NA,NA,NA,Mulloidichthys,flavolineatus,Unknown,Unknown,Mulloidichthys flavolineatus,NA,1,3,3,3,3,3,3,3,3,3,3,NA,NA,3,2.333333333,1.333333333,Mullidae,c14901ae-aad3-493d-8f0a-8436207f19f8
Atka mackerel - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Atka mackerel,Gulf of Alaska,0,NA,0.197999999,0.197999999,NA,NA,Pleurogrammus,monopterygius,Unknown,Unknown,Pleurogrammus monopterygius,NA,NA,NA,3,2,2,3,2,2,2,NA,NA,NA,NA,2.333333333,2,1.201850425,Hexagrammidae,96273a43-84d7-477a-9132-0c3f01565a57
Gray triggerfish - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Gray triggerfish,Southern Atlantic Coast,4,NA,NA,NA,NA,NA,Balistes,capriscus,Unknown,Unknown,Balistes capriscus,2.25,2,3,3,3,3,3,3,3,3,1,1,NA,2,3,2,1,Balistidae,5e28848d-148f-49ad-b1f7-c17efa8fe623
Hogfish - Carolinas,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Hogfish,Carolinas,4,NA,NA,NA,NA,NA,Lachnolaimus,maximus,Unknown,Unknown,Lachnolaimus maximus,1.25,2,2,3,2,2,2,3,3,3,1,1,NA,1,2.428571429,1.75,0.942884199,Labridae,1dae0e58-2cdd-4273-bf4f-feea20f55bbb
Hogfish - Southeast Florida,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Hogfish,Southeast Florida,4,NA,1.593999982,1.593999982,0.465999991,0.382999986,Lachnolaimus,maximus,Unknown,Unknown,Lachnolaimus maximus,1.25,2,2,3,2,2,2,3,3,3,1,1,NA,1,2.428571429,1.75,0.942884199,Labridae,1dae0e58-2cdd-4273-bf4f-feea20f55bbb
Wreckfish - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Wreckfish,Southern Atlantic Coast,4,NA,NA,0.583000004,1.643000007,1.582999945,Polyprion,americanus,Unknown,Unknown,Polyprion americanus,1.5,NA,NA,2,1,1,1,2,1,3,1,1,NA,1,1.333333333,1.666666667,1.795054936,Polyprionidae,NA
English sole - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,English sole,Pacific Coast,3,NA,0.052999999,0.052999999,7.032000065,3.516000032,Parophrys,vetulus,No,No,Parophrys vetulus,0.25,NA,NA,3,2,2,2,3,2,3,2,2,1,1,2.333333333,1.75,1.003466215,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Redtail parrotfish - Caribbean,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Redtail parrotfish,Caribbean,2,NA,NA,NA,NA,NA,Sparisoma,chrysopterum,Unknown,Unknown,Sparisoma chrysopterum,NA,NA,NA,3,3,3,3,3,3,3,3,3,NA,NA,3,3,2,Scaridae,1090f2c9-8b5e-4f66-8749-6add8ef9fdf4
Queen snapper - Caribbean,CFMC,Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands,SEFSC,Caribbean Sea,Queen snapper,Caribbean,1,NA,NA,NA,NA,NA,Etelis,oculatus,Unknown,Unknown,Etelis oculatus,NA,NA,NA,2,2,2,2,2,2,3,NA,NA,NA,NA,2,3,2.236067977,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Tilefish - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Tilefish,Gulf of Mexico,4,NA,NA,NA,NA,NA,Lopholatilus,chamaeleonticeps,Unknown,Unknown,Lopholatilus chamaeleonticeps,0.5,1,2,2,1,1,1,3,2,3,1,1,NA,1,1.714285714,1.5,1.379514851,Malacanthidae,NA
Cabezon - California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cabezon,California,4,NA,0.455000013,0.455000013,1.870000005,1.20599997,Scorpaenichthys,marmoratus,No,No,Scorpaenichthys marmoratus,NA,NA,NA,3,2,2,2,3,3,3,1,1,1,NA,2.5,1.666666667,0.833333333,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Rusty jobfish,,3,3,2.75,1.399999976,0.537,0.379999995,Aphareus,rutilans,Unknown,Unknown,Aphareus rutilans,3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.142857143,2.25,1.515649655,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Arctic flounder,,NA,2,0.166999996,0.166999996,NA,NA,Liopsetta,glacialis,Unknown,Unknown,Liopsetta glacialis,NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Bering Sea / Aleutian Islands Other Rockfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Shortspine thornyhead,,NA,2,0.593999982,0.593999982,NA,NA,Sebastolobus,alascanus,Unknown,Unknown,Sebastolobus alascanus,2,1,3,2,1,1,1,3,1,3,NA,3,NA,2,1.714285714,2.25,1.793198602,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Black grouper - Southern Atlantic Coast / Gulf of Mexico,SAFMC / GMFMC,Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico,SEFSC,Southeast Shelf / Gulf of Mexico,Black grouper,,4,NA,0.5,0.5,1.618999958,1.399999976,Mycteroperca,bonaci,Unknown,Unknown,Mycteroperca bonaci,1.5,2,2,2,2,1,2,2,2,3,1,1,NA,1,1.857142857,1.75,1.366975658,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
Guam Bottomfish Multi-species Complex,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Rusty jobfish,,3,3,0.681999981,0.681999981,1.146999955,0.802999973,Aphareus,rutilans,Unknown,Unknown,Aphareus rutilans,3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.142857143,2.25,1.515649655,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Gulf of Alaska Sculpin Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Yellow irish lord,,NA,2,0.108999997,0.108999997,NA,NA,Hemilepidotus,jordani,Unknown,Unknown,Hemilepidotus jordani,NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,Cottidae,886b0783-5843-49c8-b2e5-6e4439d70e6f
Gulf of Alaska Shallow Water Flatfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rock sole,,4,NA,0.045000002,0.045000002,NA,2.319999933,Lepidopsetta,polyxystra,Unknown,Unknown,Lepidopsetta polyxystra,NA,1,3,3,2,2,2,3,2,3,1,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Squirrelfish snapper,,3,3,0.356999993,0.356999993,1.975000024,1.713000059,Etelis,carbunculus,Unknown,Unknown,Etelis carbunculus,3.5,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Northern Mariana Islands Bottomfish Multi-species Complex,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Rusty jobfish,,3,3,0.790000021,0.790000021,1.424999952,1.080000043,Aphareus,rutilans,Unknown,Unknown,Aphareus rutilans,3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.142857143,2.25,1.515649655,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Green jobfish,,3,3,2.75,1.399999976,0.537,0.379999995,Aprion,virescens,Unknown,Unknown,Aprion virescens,3,1,3,2,3,2,3,3,3,3,2,2,NA,3,2.714285714,2.25,1.282237362,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Black trevally,,3,3,2.75,1.399999976,0.537,0.379999995,Caranx,lugubris,Unknown,Unknown,Caranx lugubris,3,NA,NA,2,2,2,3,3,3,3,2,2,NA,3,2.5,2.666666667,1.740051085,Carangidae,0eb09006-b566-4cf4-8767-ffab6f4ecfc1
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Ruby snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Etelis,carbunculus,Unknown,Unknown,Etelis carbunculus,3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Flame snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Etelis,coruscans,Unknown,Unknown,Etelis coruscans,3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Redgill emperor,,3,3,2.75,1.399999976,0.537,0.379999995,Lethrinus,rubrioperculatus,Unknown,Unknown,Lethrinus rubrioperculatus,3,NA,NA,3,2,2,2,2,2,3,2,2,NA,3,2.166666667,2.666666667,1.863389981,Lethrinidae,NA
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Yelloweye snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Pristipomoides,flavipinnis,Unknown,Unknown,Pristipomoides flavipinnis,3,NA,NA,3,3,3,3,3,3,3,2,2,NA,3,3,2.666666667,1.666666667,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Oblique-banded snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Pristipomoides,zonatus,Unknown,Unknown,Pristipomoides zonatus,3,1,3,3,2,2,3,3,3,3,2,2,NA,3,2.714285714,2.25,1.282237362,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Pink snapper,,3,3,2.75,1.399999976,0.537,0.379999995,Pristipomoides,filamentosus,Unknown,Unknown,Pristipomoides filamentosus,3,1,3,2,2,2,2,3,2,3,2,2,NA,3,2.285714286,2.25,1.439688884,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
American Samoa Bottomfish Multi-species Complex,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Lyretail grouper,,3,3,2.75,1.399999976,0.537,0.379999995,Variola,louti,Unknown,Unknown,Variola louti,3,NA,NA,2,2,1,3,3,3,3,2,2,NA,3,2.333333333,2.666666667,1.795054936,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Butter sole,,NA,2,0.166999996,0.166999996,NA,NA,Isopsetta,isolepis,Unknown,Unknown,Isopsetta isolepis,NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Curlfin sole,,NA,2,0.166999996,0.166999996,NA,NA,Pleuronichthys,decurrens,Unknown,Unknown,Pleuronichthys decurrens,NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Bering Sea / Aleutian Islands Other Flatfish Complex,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Deepsea sole,,NA,2,0.166999996,0.166999996,NA,NA,Embassichthys,bathybius,Unknown,Unknown,Embassichthys bathybius,NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
