Stock.Name,Jurisdiction,FMP,Science.Center,Regional.Ecosystem,Common.Name,Stock.Area,Assessment.Level,Model.Category,F.Flimit,F.Fmsy,B.Blimit,B.Bmsy,Genus,Species,overfishing,overfished,scientific_name,Mean.Gap,Exposure,Sensitivity,Loo,tmax,tm,M,h,r,Fmsy_over_M,Assessment.Level_scored,Model.Category_scored,status,scored_gap,avg_p_score,avg_s_score,distance,family,phylopic_uuid
Pacific cod - Bering Sea,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific cod,Bering Sea,NA,6,0.790000021,0.790000021,NA,1.075000048,Gadus,macrocephalus,No,No,Gadus macrocephalus,NA,NA,NA,2,2,2,3,2,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,Gadidae,bba1800a-dd86-451d-a79b-c5944cfe5231
Dover sole - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Dover sole,Gulf of Alaska,NA,6,0.013,0.013,NA,4.580999851,Microstomus,pacificus,Unknown,Unknown,Microstomus pacificus,NA,NA,NA,3,1,1,1,3,2,3,NA,1,NA,NA,1.833333333,2,1.536590743,Pleuronectidae,cc3fd27a-ee4e-450e-9c43-ccf15edee7f8
Dusky rockfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Dusky rockfish,Gulf of Alaska,NA,6,0.263999999,0.263999999,NA,1.995000005,Sebastes,variabilis,No,No,Sebastes variabilis,NA,NA,NA,3,1,1,1,2,1,3,NA,1,1,NA,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Flathead sole - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Flathead sole,Gulf of Alaska,NA,6,0.217999995,0.217999995,NA,2.834000111,Hippoglossoides,elassodon,No,No,Hippoglossoides elassodon,NA,1,3,3,2,1,2,3,2,3,NA,1,1,NA,2.285714286,1.5,0.87189683,Pleuronectidae,b1d9363d-7ba2-4eda-9998-f45cd6d703f1
Longnose skate - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Longnose skate,Gulf of Alaska,1,2,0.289999992,0.289999992,NA,NA,Raja,rhina,Unknown,Unknown,Raja rhina,NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,Rajidae,99c4dce9-a6dd-44da-8311-59397d03df1b
Northern rockfish - Western / Central Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rockfish,Western / Central Gulf of Alaska,NA,6,0.289000005,0.296999991,NA,1.368999958,Sebastes,polyspinis,No,No,Sebastes polyspinis,NA,NA,NA,3,1,1,1,2,1,2,NA,1,1,NA,1.5,1.333333333,1.536590743,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Pacific cod - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Pacific cod,Gulf of Alaska,NA,6,0.615999997,0.521000028,NA,0.899999976,Gadus,macrocephalus,No,No,Gadus macrocephalus,NA,NA,NA,2,2,2,3,2,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,Gadidae,bba1800a-dd86-451d-a79b-c5944cfe5231
Sharpchin rockfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Sharpchin rockfish,Gulf of Alaska,NA,2,0.089000002,0.089000002,NA,NA,Sebastes,zacentrus,Unknown,Unknown,Sebastes zacentrus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Shortraker rockfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Shortraker rockfish,Gulf of Alaska,NA,2,0.666999996,0.666999996,NA,NA,Sebastes,borealis,No,Unknown,Sebastes borealis,NA,1,2,2,1,1,1,2,1,3,NA,3,2,NA,1.428571429,2.25,2.007956114,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Pacific chub mackerel - Pacific Coast,PFMC,Coastal Pelagic Species,SWFSC,California Current,Pacific chub mackerel,Pacific Coast,4,6,0.101999998,NA,2.565000057,NA,Scomber,japonicus,Unknown,Unknown,Scomber japonicus,1,NA,NA,3,3,2,3,3,3,3,1,1,NA,1,2.833333333,1.666666667,0.687184271,Scombridae,5ac54f3b-2422-4d31-9920-ec90c16d4fd5
Canary rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Canary rockfish,Pacific Coast,NA,6,0.938000023,0.938000023,1.402999997,0.876999974,Sebastes,pinniger,No,No,Sebastes pinniger,1.5,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Copper rockfish - Northern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Copper rockfish,Northern California,NA,6,0.512000024,0.512000024,1.83099997,1.146999955,Sebastes,caurinus,Unknown,Unknown,Sebastes caurinus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Copper rockfish - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Copper rockfish,Southern California,NA,6,1.120000005,1.120000005,0.637000024,0.398999989,Sebastes,caurinus,Unknown,Unknown,Sebastes caurinus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Yelloweye rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Yelloweye rockfish,Pacific Coast,4,6,0.187999994,0.187999994,1.13499999,0.708999991,Sebastes,ruberrimus,Unknown,Unknown,Sebastes ruberrimus,1.25,NA,NA,2,1,1,1,2,1,3,1,1,NA,1,1.333333333,1.666666667,1.795054936,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Bigeye tuna - Central Western Pacific,PFMC / WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SWFSC / PIFSC,Pacific Highly Migratory,Bigeye tuna,Western and Central Pacific,4,6,0.600000024,0.600000024,NA,1.820000052,Thunnus,obesus,Unknown,Unknown,Thunnus obesus,NA,1,3,1,2,1,2,2,2,3,1,1,NA,NA,1.857142857,1.666666667,1.323089904,Scombridae,576e4c83-ba51-446a-9d6f-3c03ed4986e0
King mackerel - Gulf of Mexico,SAFMC / GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,SEFSC,Gulf of Mexico,King mackerel,Gulf of Mexico,4,6,0.824000001,0.824000001,1.116000056,0.921999991,Scomberomorus,cavalla,No,No,Scomberomorus cavalla,0.75,2,3,2,2,1,2,1,1,2,1,1,1,1,1.714285714,1.4,1.346499619,Scombridae,ce1f9fac-c411-4c30-bb5c-33514551f843
Spanish mackerel - Gulf of Mexico,SAFMC / GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,SEFSC,Gulf of Mexico,Spanish mackerel,Gulf of Mexico,4,6,0.927999973,0.927999973,1.340000033,0.828000009,Scomberomorus,maculatus,No,No,Scomberomorus maculatus,0.5,2,3,2,2,2,3,1,2,2,1,1,1,1,2.142857143,1.4,0.945882592,Scombridae,ce1f9fac-c411-4c30-bb5c-33514551f843
Spanish mackerel - Southern Atlantic Coast,SAFMC / GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,SEFSC,Southeast Shelf,Spanish mackerel,Southern Atlantic Coast,NA,6,0.76700002,0.76700002,1.399999976,1.049999952,Scomberomorus,maculatus,No,No,Scomberomorus maculatus,1.5,2,3,2,2,2,3,1,2,2,NA,1,1,1,2.142857143,1.4,0.945882592,Scombridae,ce1f9fac-c411-4c30-bb5c-33514551f843
Common bluestripe snapper - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Common bluestripe snapper,American Samoa,NA,6,0.003,0.003,7.633999825,2.440999985,Lutjanus,kasmira,Unknown,Unknown,Lutjanus kasmira,NA,NA,NA,3,2,2,2,2,2,3,NA,1,NA,NA,2.166666667,2,1.301708279,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Pacific sleeper shark - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific sleeper shark,Bering Sea / Aleutian Islands,NA,1,0.32100001,0.32100001,NA,NA,Somniosus,pacificus,Unknown,Unknown,Somniosus pacificus,NA,1,3,2,2,1,1,1,1,1,NA,3,NA,NA,1.571428571,1.666666667,1.576470986,Somniosidae,50f67ea6-a922-4ede-a054-af9632cff470
Shortraker rockfish - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Shortraker rockfish,Bering Sea / Aleutian Islands,NA,2,0.699999988,0.699999988,NA,NA,Sebastes,borealis,Unknown,Unknown,Sebastes borealis,NA,1,2,2,1,1,1,2,1,3,NA,3,NA,NA,1.428571429,2.333333333,2.060865239,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Yelloweye rockfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Yelloweye rockfish,Gulf of Alaska,NA,2,0.625,0.625,NA,NA,Sebastes,ruberrimus,Unknown,Unknown,Sebastes ruberrimus,NA,NA,NA,2,1,1,1,2,1,3,NA,3,NA,NA,1.333333333,3,2.603416559,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Coho salmon - Auke Creek,NPFMC,Salmon Fisheries in the EEZ off the Coast of Alaska,AFSC,Alaska Ecosystem Complex,Coho salmon,Auke Creek,4,2,0.416000009,NA,3.22300005,1.610999942,Oncorhynchus,kisutch,Unknown,Unknown,Oncorhynchus kisutch,NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.571428571,2.333333333,1.400518207,Salmonidae,1df5b970-3302-4e5b-8df1-a3d9fb5744d3
Coho salmon - Berners River,NPFMC,Salmon Fisheries in the EEZ off the Coast of Alaska,AFSC,Alaska Ecosystem Complex,Coho salmon,Berners River,4,2,0.455000013,NA,3.187000036,1.593000054,Oncorhynchus,kisutch,Unknown,Unknown,Oncorhynchus kisutch,NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.571428571,2.333333333,1.400518207,Salmonidae,1df5b970-3302-4e5b-8df1-a3d9fb5744d3
Coho salmon - Hugh Smith Lake,NPFMC,Salmon Fisheries in the EEZ off the Coast of Alaska,AFSC,Alaska Ecosystem Complex,Coho salmon,Hugh Smith Lake,4,2,0.694000006,NA,3.667999983,1.833999991,Oncorhynchus,kisutch,Unknown,Unknown,Oncorhynchus kisutch,NA,1,2,2,3,3,3,2,3,3,1,3,NA,NA,2.571428571,2.333333333,1.400518207,Salmonidae,1df5b970-3302-4e5b-8df1-a3d9fb5744d3
Bigeye tuna - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Bigeye tuna,Atlantic,NA,5,NA,1,NA,0.939999998,Thunnus,obesus,Unknown,Unknown,Thunnus obesus,1.5,1,3,1,2,1,2,2,2,3,NA,1,NA,1,1.857142857,1.5,1.247446371,Scombridae,576e4c83-ba51-446a-9d6f-3c03ed4986e0
Blacktip shark - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Blacktip shark,Atlantic,4,6,NA,NA,NA,NA,Carcharhinus,limbatus,No,No,Carcharhinus limbatus,1.5,2,3,1,2,1,2,1,1,1,1,1,1,1,1.571428571,1.2,1.442503493,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Red snapper - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Red snapper,Gulf of Mexico,4,6,0.823000014,0.823000014,1.409999967,0.699999988,Lutjanus,campechanus,Unknown,Unknown,Lutjanus campechanus,1.75,2,3,2,2,2,2,3,2,3,1,1,NA,1,2.285714286,1.75,1.035714286,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Copper rockfish - Oregon,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Copper rockfish,Oregon,NA,5,NA,NA,2.938999891,1.838999987,Sebastes,caurinus,Unknown,Unknown,Sebastes caurinus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Copper rockfish - Washington,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Copper rockfish,Washington,NA,5,0.836000025,0.836000025,1.674999952,1.046000004,Sebastes,caurinus,Unknown,Unknown,Sebastes caurinus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Darkblotched rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Darkblotched rockfish,Pacific Coast,NA,6,0.425999999,0.425999999,1.991000056,1.243999958,Sebastes,crameri,No,No,Sebastes crameri,0,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Dover sole - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Dover sole,Pacific Coast,NA,6,0.159999996,0.159999996,6.247000217,3.122999907,Microstomus,pacificus,No,No,Microstomus pacificus,0.75,NA,NA,3,1,1,1,3,2,3,NA,1,1,1,1.833333333,1.5,1.269295518,Pleuronectidae,cc3fd27a-ee4e-450e-9c43-ccf15edee7f8
Quillback rockfish - California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Quillback rockfish,California,NA,6,1.700000048,1.700000048,0.499000013,0.351999998,Sebastes,maliger,Unknown,Unknown,Sebastes maliger,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Quillback rockfish - Oregon,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Quillback rockfish,Oregon,NA,6,1.519999981,1.519999981,1.677999973,1.047999978,Sebastes,maliger,Unknown,Unknown,Sebastes maliger,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Quillback rockfish - Washington,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Quillback rockfish,Washington,NA,6,0.920000017,0.920000017,1.54400003,0.964999974,Sebastes,maliger,Unknown,Unknown,Sebastes maliger,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Squarespot rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Squarespot rockfish,Pacific Coast,NA,5,0.388000011,0.388000011,1.498000026,0.93599999,Sebastes,hopkinsi,Unknown,Unknown,Sebastes hopkinsi,NA,NA,NA,3,1,1,1,2,2,3,NA,1,NA,NA,1.666666667,2,1.666666667,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish - Oregon,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Vermilion rockfish,Oregon,NA,6,0.939999998,0.939999998,2.921000004,1.825000048,Sebastes,miniatus,Unknown,Unknown,Sebastes miniatus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish - Washington,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Vermilion rockfish,Washington,NA,6,0.800000012,0.800000012,2.246000051,1.409000039,Sebastes,miniatus,Unknown,Unknown,Sebastes miniatus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Red snapper - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Red snapper,Southern Atlantic Coast,4,6,2.200000048,2.200000048,0.589999974,0.439999998,Lutjanus,campechanus,Yes,Yes,Lutjanus campechanus,1.5,2,3,2,2,2,2,3,2,3,1,1,3,1,2.285714286,2,1.22890361,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Bigeye tuna - Eastern Pacific,PFMC / WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,SWFSC / PIFSC,Pacific Highly Migratory,Bigeye tuna,Eastern Pacific,1,6,1,1,1.840000033,0.920000017,Thunnus,obesus,Unknown,Unknown,Thunnus obesus,1.25,1,3,1,2,1,2,2,2,3,NA,1,NA,1,1.857142857,1.5,1.247446371,Scombridae,576e4c83-ba51-446a-9d6f-3c03ed4986e0
King mackerel - Southern Atlantic Coast,SAFMC / GMFMC,Coastal Migratory Pelagic Resources of the Gulf of Mexico and South Atlantic,SEFSC,Southeast Shelf,King mackerel,Southern Atlantic Coast,4,6,0.289999992,0.289999992,2.101999998,1.735000014,Scomberomorus,cavalla,No,No,Scomberomorus cavalla,1.25,2,3,2,2,1,2,1,1,2,1,1,1,1,1.714285714,1.4,1.346499619,Scombridae,ce1f9fac-c411-4c30-bb5c-33514551f843
White marlin - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,White marlin,Atlantic,4,5,NA,NA,NA,NA,Kajikia,albida,Unknown,Unknown,Kajikia albida,1.25,NA,NA,1,3,2,3,1,2,2,1,1,NA,1,2,1.333333333,1.054092553,Istiophoridae,495d8372-dc7a-44b6-b8e4-3b462672d71f
Blackgill rockfish - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Blackgill rockfish,Southern California,NA,6,0.423999995,0.423999995,1.659000039,1.036999941,Sebastes,melanostomus,Unknown,No,Sebastes melanostomus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
China rockfish - Central Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,China rockfish,Central Pacific Coast,NA,6,0.959999979,0.959999979,2.457000017,1.536000013,Sebastes,nebulosus,Unknown,Unknown,Sebastes nebulosus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
China rockfish - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,China rockfish,Northern Pacific Coast,NA,6,0.958000004,0.958000004,2.782000065,1.738000035,Sebastes,nebulosus,Unknown,Unknown,Sebastes nebulosus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
China rockfish - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,China rockfish,Southern Pacific Coast,NA,6,0.931999981,0.931999981,1.263000011,0.788999975,Sebastes,nebulosus,Unknown,Unknown,Sebastes nebulosus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Cowcod - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Cowcod,Southern California,NA,6,0.028000001,0.028000001,4.568999767,2.855999947,Sebastes,levis,No,No,Sebastes levis,NA,NA,NA,3,1,1,1,2,1,3,NA,1,1,NA,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Longnose skate - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Longnose skate,Pacific Coast,4,6,0.477999985,0.477999985,4.519999981,2.825000048,Raja,rhina,No,No,Raja rhina,0.75,NA,NA,2,2,1,2,1,1,1,1,1,1,1,1.5,1,1.5,Rajidae,99c4dce9-a6dd-44da-8311-59397d03df1b
Blacktail snapper - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Blacktail snapper,Guam,NA,1,1.600000024,NA,NA,NA,Lutjanus,fulvus,Unknown,Unknown,Lutjanus fulvus,NA,NA,NA,2,2,2,2,2,2,3,NA,3,NA,NA,2,3,2.236067977,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Filament-finned parrotfish - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Filament-finned parrotfish,Guam,NA,1,0.317999989,NA,NA,NA,Scarus,altipinnis,Unknown,Unknown,Scarus altipinnis,NA,NA,NA,3,2,2,2,2,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Humpback red snapper - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Humpback red snapper,Guam,NA,1,0.42899999,NA,NA,NA,Lutjanus,gibbus,Unknown,Unknown,Lutjanus gibbus,NA,NA,NA,3,2,2,2,2,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Redlip parrotfish - Guam,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Redlip parrotfish,Guam,NA,1,1.521999955,NA,NA,NA,Scarus,rubroviolaceus,Unknown,Unknown,Scarus rubroviolaceus,NA,1,3,3,2,3,2,2,2,3,NA,3,NA,NA,2.428571429,2.333333333,1.450623449,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
Oceanic whitetip shark - Western and Central Pacific,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Oceanic whitetip shark,Western and Central Pacific,NA,6,1.843999982,3.278000116,0.184,0.092,Carcharhinus,longimanus,Unknown,Unknown,Carcharhinus longimanus,1.5,1,3,1,2,1,2,1,1,1,NA,1,NA,1,1.571428571,1,1.428571429,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Blacktip shark - Gulf of Mexico,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Blacktip shark,Gulf of Mexico,4,NA,NA,NA,NA,NA,Carcharhinus,limbatus,No,No,Carcharhinus limbatus,1,2,3,1,2,1,2,1,1,1,1,1,1,1,1.571428571,1.2,1.442503493,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Sandbar shark - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Sandbar shark,Atlantic,4,NA,0.57099998,0.57099998,0.885999978,0.773999989,Carcharhinus,plumbeus,Unknown,Unknown,Carcharhinus plumbeus,NA,2,3,1,2,1,1,1,1,1,1,1,NA,NA,1.428571429,1.333333333,1.606393123,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Silky shark - Western and Central Pacific,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Silky shark,Western and Central Pacific,4,NA,1.605000019,1.605000019,1.43599999,1.177999973,Carcharhinus,falciformis,Unknown,Unknown,Carcharhinus falciformis,0.25,1,3,1,2,1,2,1,1,1,1,1,NA,1,1.571428571,1,1.428571429,Carcharhinidae,07eeaf0e-0284-4c1d-8415-ddd65a736232
Bocaccio - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Bocaccio,Southern Pacific Coast,4,NA,0.109999999,0.109999999,1.945000052,1.215000033,Sebastes,paucispinis,No,No,Sebastes paucispinis,NA,NA,NA,3,1,1,1,2,1,3,1,1,1,NA,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
California scorpionfish - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,California scorpionfish,Southern California,4,NA,0.469999999,0.469999999,2.173000097,1.35800004,Scorpaena,guttata,No,No,Scorpaena guttata,NA,NA,NA,3,2,1,2,3,2,3,1,1,1,NA,2.166666667,1.666666667,1.067187373,Scorpaenidae,aef3d15d-40dd-40ea-b0ac-2006ed3e75e1
Chilipepper - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Chilipepper,Southern Pacific Coast,4,NA,0.054000001,0.054000001,2.76699996,1.730000019,Sebastes,goodei,No,No,Sebastes goodei,NA,NA,NA,3,1,1,1,2,1,2,1,1,1,NA,1.5,1.333333333,1.536590743,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Starry flounder - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Starry flounder,Northern Pacific Coast,1,NA,NA,NA,NA,NA,Platichthys,stellatus,Unknown,Unknown,Platichthys stellatus,NA,1,3,3,2,2,2,3,2,3,NA,NA,NA,NA,2.428571429,2,1.151751107,Pleuronectidae,1ca7e4f6-59f0-4dc8-93fa-81bcfd786423
Starry flounder - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Starry flounder,Southern Pacific Coast,1,NA,NA,NA,NA,NA,Platichthys,stellatus,Unknown,Unknown,Platichthys stellatus,NA,1,3,3,2,2,2,3,2,3,NA,NA,NA,NA,2.428571429,2,1.151751107,Pleuronectidae,1ca7e4f6-59f0-4dc8-93fa-81bcfd786423
Yellowtail rockfish - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Yellowtail rockfish,Northern Pacific Coast,4,NA,0.294,0.294,2.819999933,1.879999995,Sebastes,flavidus,No,No,Sebastes flavidus,NA,NA,NA,3,1,1,1,2,1,3,1,1,1,NA,1.5,1.666666667,1.6414763,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Yellowtail rockfish - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Yellowtail rockfish,Southern Pacific Coast,4,NA,NA,NA,NA,NA,Sebastes,flavidus,Unknown,Unknown,Sebastes flavidus,NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Red grouper - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Red grouper,Southern Atlantic Coast,4,NA,1.539999962,1.539999962,0.381000012,0.286000013,Epinephelus,morio,Unknown,Unknown,Epinephelus morio,1.5,2,2,2,2,1,2,3,2,3,1,1,NA,1,2,1.75,1.25,Serranidae,86c40d81-2613-4bb4-ad57-fb460be56ae5
Palenose parrotfish - Main Hawaiian Islands,WPFMC,Hawaii Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Palenose parrotfish,Main Hawaiian Islands,2,NA,0.68900001,NA,NA,NA,Scarus,psittacus,Unknown,Unknown,Scarus psittacus,NA,1,3,3,3,3,3,3,3,3,3,3,NA,NA,3,2.333333333,1.333333333,Scaridae,c64c0819-e807-4c9c-b98b-d00c37df211e
