"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance","family","phylopic_uuid","Survey.Ecosystem","survey"
"Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Northeast Shelf","Spiny dogfish","Atlantic Coast",4,5,0.800000012,0.800000012,2.029999971,1.014999986,"Squalus","acanthias","No","No","Squalus acanthias",0.25,2,3,2,2,1,1,1,1,1,1,1,1,1,1.571428571,1.2,1.442503493,"Squalidae","3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3","Northeast Shelf","Bottom Trawl Survey_Spring"
"Greenland halibut - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Greenland halibut","Bering Sea / Aleutian Islands",NA,6,0.226999998,0.226999998,NA,1.488999963,"Reinhardtius","hippoglossoides","No","No","Reinhardtius hippoglossoides",NA,NA,NA,2,1,1,1,3,2,3,NA,1,1,NA,1.666666667,1.666666667,1.490711985,"Pleuronectidae","09c229b0-f9ae-400c-ab1c-906d054f6f46","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Greenland halibut - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Greenland halibut","Bering Sea / Aleutian Islands",NA,6,0.226999998,0.226999998,NA,1.488999963,"Reinhardtius","hippoglossoides","No","No","Reinhardtius hippoglossoides",NA,NA,NA,2,1,1,1,3,2,3,NA,1,1,NA,1.666666667,1.666666667,1.490711985,"Pleuronectidae","09c229b0-f9ae-400c-ab1c-906d054f6f46","Alaska Ecosystem Complex","MESA Gulf of Alaska & Eastern Bering Sea & Aleutian Islands Longline_Summer"
"Pacific ocean perch - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific ocean perch","Bering Sea / Aleutian Islands",NA,6,0.674000025,0.674000025,NA,1.600000024,"Sebastes","alutus","No","No","Sebastes alutus",NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.428571429,1.25,1.591190672,"Scorpaenidae","5d6d6109-ab41-4b83-bb30-ebe6e1c6d076","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Pacific ocean perch - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific ocean perch","Bering Sea / Aleutian Islands",NA,6,0.674000025,0.674000025,NA,1.600000024,"Sebastes","alutus","No","No","Sebastes alutus",NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.428571429,1.25,1.591190672,"Scorpaenidae","5d6d6109-ab41-4b83-bb30-ebe6e1c6d076","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Walleye pollock - Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Aleutian Islands",NA,6,0.016000001,0.017999999,NA,1.309000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","Aleutian Islands Cooperative Acoustic Survey Studies"
"Walleye pollock - Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Aleutian Islands",NA,6,0.016000001,0.017999999,NA,1.309000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Walleye pollock - Eastern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Eastern Bering Sea",4,6,0.73299998,0.626999974,NA,1.373000026,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,1,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","Bering Sea Biennial Walleye Pollock Accoustic_Summer"
"Walleye pollock - Eastern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Eastern Bering Sea",4,6,0.73299998,0.626999974,NA,1.373000026,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,1,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area / Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Sablefish","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska",NA,6,0.683000028,0.55400002,NA,1.491999984,"Anoplopoma","fimbria","Unknown","Unknown","Anoplopoma fimbria",0.25,1,3,2,2,1,2,1,1,1,NA,1,NA,1,1.714285714,1,1.285714286,"Anoplopomatidae","4311ad49-7c31-4dc4-b189-f28d8515cc48","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area / Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Sablefish","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska",NA,6,0.683000028,0.55400002,NA,1.491999984,"Anoplopoma","fimbria","Unknown","Unknown","Anoplopoma fimbria",0.25,1,3,2,2,1,2,1,1,1,NA,1,NA,1,1.714285714,1,1.285714286,"Anoplopomatidae","4311ad49-7c31-4dc4-b189-f28d8515cc48","Alaska Ecosystem Complex","MESA Gulf of Alaska & Eastern Bering Sea & Aleutian Islands Longline_Summer"
"Big skate - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Big skate","Gulf of Alaska",NA,2,0.270000011,0.270000011,NA,NA,"Raja","binoculata","Unknown","Unknown","Raja binoculata",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,"Rajidae","6b1b1dec-5ca1-4854-8ad0-7e394392c6a1","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Pacific ocean perch - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pacific ocean perch","Gulf of Alaska",NA,6,0.566999972,0.566999972,NA,1.914000034,"Sebastes","alutus","No","No","Sebastes alutus",NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.428571429,1.25,1.591190672,"Scorpaenidae","5d6d6109-ab41-4b83-bb30-ebe6e1c6d076","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Rex sole - Eastern Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rex sole","Eastern Gulf of Alaska",NA,6,0,0,NA,2.79399991,"Glyptocephalus","zachirus","Unknown","Unknown","Glyptocephalus zachirus",NA,NA,NA,3,2,1,2,2,2,3,NA,1,NA,NA,2,2,1.414213562,"Pleuronectidae","e32383d9-7c0f-46fc-8318-cc195eb48fae","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Rex sole - Western / Central Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rex sole","Western / Central Gulf of Alaska",NA,6,0.017999999,0.017999999,NA,2.183000088,"Glyptocephalus","zachirus","Unknown","Unknown","Glyptocephalus zachirus",NA,NA,NA,3,2,1,2,2,2,3,NA,1,NA,NA,2,2,1.414213562,"Pleuronectidae","e32383d9-7c0f-46fc-8318-cc195eb48fae","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Walleye pollock - Southeast Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Walleye pollock","Southeast Gulf of Alaska",3,2,0,0,NA,NA,"Gadus","predictive","Unknown","Unknown","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,2,3,NA,NA,2.166666667,3,2.166666667,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",NA,6,0.745000005,0.579999983,NA,1.934000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","Alaska Department of Fish and Game Large-mesh Trawl Survey of Gulf of Alaska and Eastern Aleutian Islands_Summer"
"Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",NA,6,0.745000005,0.579999983,NA,1.934000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","GAP Gulf of Alaska Bottom Trawl_Summer"
"Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",NA,6,0.745000005,0.579999983,NA,1.934000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","MACE Kenai/PWS Pollock Acoustic Trawl_Winter"
"Walleye pollock - Western / Central / West Yakutat Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Walleye pollock","Western / Central / West Yakutat Gulf of Alaska",NA,6,0.745000005,0.579999983,NA,1.934000015,"Gadus","predictive","No","No","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska Ecosystem Complex","MACE Shelikof Strait Pollock Acoustic Trawl_Winter"
"Black rockfish - Oregon","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Oregon",NA,6,1.138000011,1.138000011,1.809000015,1.131000042,"Sebastes","melanops","Unknown","Unknown","Sebastes melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","d0bde1d1-e52f-4d4e-828c-1641836dfb16",NA,NA
"Black rockfish - Point Conception / Oregon Border","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Point Conception / Oregon Border",NA,6,0.69599998,0.69599998,1.682999969,1.050999999,"Sebastes","melanops","Unknown","Unknown","Sebastes melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","d0bde1d1-e52f-4d4e-828c-1641836dfb16","California Current","CCFRP Hook-and-Line Survey"
"Black rockfish - South of Point Conception","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","South of Point Conception",NA,6,1.082000017,1.082000017,1.457000017,0.911000013,"Sebastes","melanops","Unknown","Unknown","Sebastes melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","d0bde1d1-e52f-4d4e-828c-1641836dfb16","California Current","CCFRP Hook-and-Line Survey"
"Black rockfish - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Washington",NA,6,0.74000001,0.74000001,1.805999994,1.128999949,"Sebastes","melanops","Unknown","Unknown","Sebastes melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","d0bde1d1-e52f-4d4e-828c-1641836dfb16","California Current","Olympic Coast Monitoring Inventory"
"Black rockfish - Washington","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Washington",NA,6,0.74000001,0.74000001,1.805999994,1.128999949,"Sebastes","melanops","Unknown","Unknown","Sebastes melanops",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","d0bde1d1-e52f-4d4e-828c-1641836dfb16","California Current","Washington Nearshore Survey"
"Rex sole - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Rex sole","Pacific Coast",3,6,0.199000001,0.199000001,6.090000153,3.045000076,"Glyptocephalus","zachirus","Unknown","No","Glyptocephalus zachirus",NA,NA,NA,3,2,1,2,2,2,3,2,1,2,NA,2,2,1.414213562,"Pleuronectidae","e32383d9-7c0f-46fc-8318-cc195eb48fae","California Current","West Coast Groundfish Bottom Trawl"
"Rex sole - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Rex sole","Pacific Coast",3,6,0.199000001,0.199000001,6.090000153,3.045000076,"Glyptocephalus","zachirus","Unknown","No","Glyptocephalus zachirus",NA,NA,NA,3,2,1,2,2,2,3,2,1,2,NA,2,2,1.414213562,"Pleuronectidae","e32383d9-7c0f-46fc-8318-cc195eb48fae","California Current","AFSC/NWFSC shelf bottom trawl survey"
"Sablefish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Sablefish","Pacific Coast",NA,6,0.531000018,0.531000018,2.519999981,1.575000048,"Anoplopoma","fimbria","No","No","Anoplopoma fimbria",0.75,1,3,2,2,1,2,1,1,1,NA,1,1,1,1.714285714,1,1.285714286,"Anoplopomatidae","4311ad49-7c31-4dc4-b189-f28d8515cc48","California Current","West Coast Groundfish Bottom Trawl"
"Sablefish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Sablefish","Pacific Coast",NA,6,0.531000018,0.531000018,2.519999981,1.575000048,"Anoplopoma","fimbria","No","No","Anoplopoma fimbria",0.75,1,3,2,2,1,2,1,1,1,NA,1,1,1,1.714285714,1,1.285714286,"Anoplopomatidae","4311ad49-7c31-4dc4-b189-f28d8515cc48","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Sablefish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Sablefish","Pacific Coast",NA,6,0.531000018,0.531000018,2.519999981,1.575000048,"Anoplopoma","fimbria","No","No","Anoplopoma fimbria",0.75,1,3,2,2,1,2,1,1,1,NA,1,1,1,1.714285714,1,1.285714286,"Anoplopomatidae","4311ad49-7c31-4dc4-b189-f28d8515cc48","California Current","AFSC/NWFSC shelf bottom trawl survey"
"Widow rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Widow rockfish","Pacific Coast",NA,6,0.853999972,0.853999972,3.677999973,2.299000025,"Sebastes","entomelas","No","No","Sebastes entomelas",1,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,"Scorpaenidae","9df00a50-9103-4967-a509-25316d886a61","California Current","Juvenile Rockfish Survey"
"Widow rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Widow rockfish","Pacific Coast",NA,6,0.853999972,0.853999972,3.677999973,2.299000025,"Sebastes","entomelas","No","No","Sebastes entomelas",1,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,"Scorpaenidae","9df00a50-9103-4967-a509-25316d886a61","California Current","West Coast Groundfish Bottom Trawl"
"Widow rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Widow rockfish","Pacific Coast",NA,6,0.853999972,0.853999972,3.677999973,2.299000025,"Sebastes","entomelas","No","No","Sebastes entomelas",1,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,"Scorpaenidae","9df00a50-9103-4967-a509-25316d886a61","California Current","AFSC/NWFSC shelf bottom trawl survey"
"Black sea bass - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Black sea bass","Southern Atlantic Coast",4,6,0.79400003,0.79400003,0.451000005,0.282000005,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,1,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Southeast Shelf","MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR)"
"Black sea bass - Southern Atlantic Coast","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","SEFSC","Southeast Shelf","Black sea bass","Southern Atlantic Coast",4,6,0.79400003,0.79400003,0.451000005,0.282000005,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,1,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Southeast Shelf","Southeast Fishery-Independent Survey (SEFIS)"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Gulf of Mexico","Panama City Laboratory Reef Fish Trap/Video"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Caribbean Sea","Reef Fish Visual Census Survey - U.S. Caribbean"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Gulf of Mexico","SEAMAP Reef Fish Camera/Trap"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Gulf of Mexico","SEAMAP-GOM Shrimp/Groundfish Trawl_Summer"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Gulf of Mexico","Florida Fish and Wildlife Conservation Commission Inshore Survey"
"Gray snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gray snapper","Gulf of Mexico",4,6,0.561999977,0.561999977,3.690999985,1.845000029,"Lutjanus","griseus","No","No","Lutjanus griseus",0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Gulf of Mexico","Reef Fish Integrated Visual Survey"
"Butterfish - Gulf of Maine / Cape Hatteras","MAFMC","Mackerel, Squid and Butterfish","NEFSC","Northeast Shelf","Butterfish","Gulf of Maine / Cape Hatteras",5,6,NA,0.028999999,3.540999889,1.769999981,"Peprilus","triacanthus","No","No","Peprilus triacanthus",0.25,1,3,3,3,3,3,3,3,3,1,1,1,1,3,1.4,0.4,"Stromateidae","0824b100-e616-4a6c-983e-4d8d0f0282ba","Northeast Shelf","Bottom Trawl Survey_Fall"
"Butterfish - Gulf of Maine / Cape Hatteras","MAFMC","Mackerel, Squid and Butterfish","NEFSC","Northeast Shelf","Butterfish","Gulf of Maine / Cape Hatteras",5,6,NA,0.028999999,3.540999889,1.769999981,"Peprilus","triacanthus","No","No","Peprilus triacanthus",0.25,1,3,3,3,3,3,3,3,3,1,1,1,1,3,1.4,0.4,"Stromateidae","0824b100-e616-4a6c-983e-4d8d0f0282ba","Northeast Shelf","Bottom Trawl Survey_Spring"
"Butterfish - Gulf of Maine / Cape Hatteras","MAFMC","Mackerel, Squid and Butterfish","NEFSC","Northeast Shelf","Butterfish","Gulf of Maine / Cape Hatteras",5,6,NA,0.028999999,3.540999889,1.769999981,"Peprilus","triacanthus","No","No","Peprilus triacanthus",0.25,1,3,3,3,3,3,3,3,3,1,1,1,1,3,1.4,0.4,"Stromateidae","0824b100-e616-4a6c-983e-4d8d0f0282ba","Northeast Shelf","Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS)"
"Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northeast Shelf","Atlantic herring","Northwestern Atlantic Coast",NA,6,0.305999994,0.305999994,0.421000004,0.209999993,"Clupea","harengus","No","Yes","Clupea harengus",0.75,NA,NA,3,2,1,2,2,2,3,NA,1,3,1,2,2,1.414213562,"Clupeidae","381e7e19-bb44-4432-85ce-627f05d159a3","Northeast Shelf","Atlantic Herring Acoustic Survey"
"Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northeast Shelf","Atlantic herring","Northwestern Atlantic Coast",NA,6,0.305999994,0.305999994,0.421000004,0.209999993,"Clupea","harengus","No","Yes","Clupea harengus",0.75,NA,NA,3,2,1,2,2,2,3,NA,1,3,1,2,2,1.414213562,"Clupeidae","381e7e19-bb44-4432-85ce-627f05d159a3","Northeast Shelf","Bottom Trawl Survey_Fall"
"Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northeast Shelf","Atlantic herring","Northwestern Atlantic Coast",NA,6,0.305999994,0.305999994,0.421000004,0.209999993,"Clupea","harengus","No","Yes","Clupea harengus",0.75,NA,NA,3,2,1,2,2,2,3,NA,1,3,1,2,2,1.414213562,"Clupeidae","381e7e19-bb44-4432-85ce-627f05d159a3","Northeast Shelf","Bottom Trawl Survey_Spring"
"Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northeast Shelf","Atlantic herring","Northwestern Atlantic Coast",NA,6,0.305999994,0.305999994,0.421000004,0.209999993,"Clupea","harengus","No","Yes","Clupea harengus",0.75,NA,NA,3,2,1,2,2,2,3,NA,1,3,1,2,2,1.414213562,"Clupeidae","381e7e19-bb44-4432-85ce-627f05d159a3","Northeast Shelf","Shrimp Survey (ASMFC) Northern Shrimp"
"American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","American plaice","Gulf of Maine / Georges Bank",NA,6,0.108999997,0.108999997,2.032999992,0.986999989,"Hippoglossoides","platessoides","No","No","Hippoglossoides platessoides",0.75,NA,NA,2,2,1,1,3,2,3,NA,1,1,1,1.833333333,1.5,1.269295518,"Pleuronectidae","b1d9363d-7ba2-4eda-9998-f45cd6d703f1","Northeast Shelf","Bottom Trawl Survey_Fall"
"American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","American plaice","Gulf of Maine / Georges Bank",NA,6,0.108999997,0.108999997,2.032999992,0.986999989,"Hippoglossoides","platessoides","No","No","Hippoglossoides platessoides",0.75,NA,NA,2,2,1,1,3,2,3,NA,1,1,1,1.833333333,1.5,1.269295518,"Pleuronectidae","b1d9363d-7ba2-4eda-9998-f45cd6d703f1","Northeast Shelf","Bottom Trawl Survey_Spring"
"Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Haddock","Georges Bank",NA,6,0.547999978,0.547999978,1.319000006,0.658999979,"Melanogrammus","aeglefinus","No","No","Melanogrammus aeglefinus",0.75,1,3,2,2,2,2,2,2,3,NA,1,1,1,2.142857143,1.4,0.945882592,"Gadidae","0a3f06b7-a093-46e5-9298-268768d83046","Northeast Shelf","Bottom Trawl Survey_Fall"
