"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance"
"Coho salmon - Washington Coast: Hoh","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Hoh",NA,3,0.27700001,0.27700001,2.806999922,2.105999947,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Queets","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Queets",NA,4,0.153999999,0.153999999,1.523000002,1.14199996,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Quillayute Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Quillayute Fall",NA,4,0.068000004,0.068000004,2.069999933,1.552999973,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Quillayute Summer Hatchery","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Quillayute Summer Hatchery",NA,4,NA,NA,NA,1.399999976,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Quinault Hatchery","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Quinault Hatchery",NA,2,NA,NA,NA,NA,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,3,NA,1,2.57142857142857,2,1.08796758655199
"Coho salmon - Washington Coast: Strait of Juan de Fuca","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Strait of Juan de Fuca",NA,4,0.116999999,0.116999999,2.065999985,1.315000057,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Willapa Bay Hatchery","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Willapa Bay Hatchery",NA,4,NA,NA,NA,11.07499981,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Coho salmon - Washington Coast: Willapa Bay Natural","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","Coho salmon","Washington Coast: Willapa Bay Natural",NA,4,0.324000001,0.324000001,2.698999882,1.350000024,"Oncorhynchus","kisutch","Unknown","Unknown","Oncorhynchus _ kisutch",0.75,1,2,2,3,3,3,2,3,3,NA,2,NA,1,2.57142857142857,1.75,0.863813330174845
"Pacific bluefin tuna - Pacific","PFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","PIFSC","Pacific Highly Migratory","Pacific bluefin tuna","Pacific",4,6,NA,0.954999983,1.547999978,1.159999967,"Thunnus","orientalis","Unknown","Unknown","Thunnus _ orientalis",0.5,NA,NA,1,2,1,2,2,2,3,1,1,NA,1,1.66666666666667,1.66666666666667,1.49071198499986
"Albacore - North Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Albacore","North Atlantic",3,5,0.449999988,0.449999988,4.612999916,1.845000029,"Thunnus","alalunga","Unknown","Unknown","Thunnus _ alalunga",1.75,NA,NA,1,2,1,2,2,2,3,2,1,NA,1,1.66666666666667,1.66666666666667,1.49071198499986
"Blue shark - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Blue shark","Atlantic",NA,6,0.699999988,NA,1,1,"Prionace","glauca","Unknown","Unknown","Prionace _ glauca",NA,NA,NA,1,2,1,1,1,1,1,NA,1,NA,NA,1.16666666666667,1,1.83333333333333
"Sailfish - Western Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Sailfish","Western Atlantic",NA,3,NA,0.589999974,NA,0.959999979,"Istiophorus","platypterus","Unknown","Unknown","Istiophorus _ platypterus",1,NA,NA,1,3,3,3,1,2,1,NA,2,NA,1,2.16666666666667,1.33333333333333,0.897527467855751
"Gag - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Gag","Gulf of Mexico",5,6,2.78399992,2.78399992,0.136000007,0.068000004,"Mycteroperca","microlepis","Yes","Yes","Mycteroperca _ microlepis",1.5,NA,NA,2,2,1,2,3,2,3,1,1,3,1,2,2,1.4142135623731
"Lane snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Lane snapper","Gulf of Mexico",NA,1,0.809000015,NA,NA,NA,"Lutjanus","synagris","No","Unknown","Lutjanus _ synagris",1.75,2,3,3,3,2,3,3,3,3,NA,3,2,1,2.85714285714286,2.2,1.20847348471752
"Vermilion snapper - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Vermilion snapper","Gulf of Mexico",4,6,0.555999994,0.555999994,3.496000051,1.748000026,"Rhomboplites","aurorubens","No","No","Rhomboplites _ aurorubens",0.75,2,3,2,2,2,2,3,2,3,1,1,1,1,2.28571428571429,1.6,0.932847298132258
"Bluefish - Atlantic Coast","MAFMC","Bluefish","NEFSC","Northeast Shelf","Bluefish","Atlantic Coast",NA,6,0.635999978,0.635999978,1.197000027,0.598999977,"Pomatomus","saltatrix","No","Yes","Pomatomus _ saltatrix",0.25,2,3,2,2,2,3,3,3,3,NA,1,3,1,2.57142857142857,2,1.08796758655199
"Atlantic mackerel - Gulf of Maine / Cape Hatteras","MAFMC","Mackerel, Squid and Butterfish","NEFSC","Northeast Shelf","Atlantic mackerel","Gulf of Maine / Cape Hatteras",4,6,0.856999993,0.856999993,0.246999994,0.123000003,"Scomber","scombrus","Yes","Yes","Scomber _ scombrus",0.5,NA,NA,3,2,2,2,2,2,3,1,1,3,1,2.16666666666667,2,1.30170827931778
"Scup - Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Scup","Atlantic Coast",NA,6,0.899999976,0.899999976,4.046999931,2.023999929,"Stenotomus","chrysops","No","No","Stenotomus _ chrysops",1,2,3,3,2,2,2,3,3,3,NA,1,1,1,2.57142857142857,1.6,0.737342165746511
"Summer flounder - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Summer flounder","Mid-Atlantic Coast",NA,6,1.029000044,1.029000044,1.654000044,0.827000022,"Paralichthys","dentatus","No","No","Paralichthys _ dentatus",0.75,NA,NA,2,3,3,3,3,3,3,NA,1,1,1,2.83333333333333,1.5,0.52704627669473
"Acadian redfish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Acadian redfish","Gulf of Maine / Georges Bank",4,6,0.351000011,0.351000011,3.285000086,1.643000007,"Sebastes","fasciatus","No","No","Sebastes _ fasciatus",0.25,NA,NA,3,2,1,1,3,2,3,1,1,1,1,2,1.5,1.11803398874989
"Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Eastern Georges Bank",NA,1,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus _ morhua",NA,NA,NA,2,2,2,2,3,2,3,NA,3,NA,NA,2.16666666666667,3,2.16666666666667
"Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Haddock","Eastern Georges Bank",NA,6,1.444000006,1.444000006,NA,NA,"Melanogrammus","aeglefinus","Unknown","Unknown","Melanogrammus _ aeglefinus",NA,1,3,2,2,2,2,2,2,3,NA,1,NA,NA,2.14285714285714,1.66666666666667,1.08588135723727
"Red hake - Gulf of Maine / Northern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Red hake","Gulf of Maine / Northern Georges Bank",NA,2,NA,NA,NA,NA,"Urophycis","chuss","Unknown","Unknown","Urophycis _ chuss",0,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.33333333333333,1.66666666666667
"Red hake - Southern Georges Bank / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Red hake","Southern Georges Bank / Mid-Atlantic",1,2,NA,NA,NA,NA,"Urophycis","chuss","Unknown","Unknown","Urophycis _ chuss",0,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.33333333333333,1.66666666666667
"Silver hake - Gulf of Maine / Northern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Silver hake","Gulf of Maine / Northern Georges Bank",1,2,0.039999999,0.039999999,8.921999931,4.460999966,"Merluccius","bilinearis","No","No","Merluccius _ bilinearis",0.25,NA,NA,2,2,2,3,1,2,2,NA,3,1,1,2,1.75,1.25
"Silver hake - Southern Georges Bank / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Silver hake","Southern Georges Bank / Mid-Atlantic",1,2,0.112999998,0.112999998,1.256000042,0.628000021,"Merluccius","bilinearis","Unknown","Unknown","Merluccius _ bilinearis",0.25,NA,NA,2,2,2,3,1,2,2,NA,3,NA,1,2,2,1.4142135623731
"Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Windowpane","Gulf of Maine / Georges Bank",NA,2,NA,NA,NA,NA,"Scophthalmus","aquosus","Unknown","Unknown","Scophthalmus _ aquosus",0.75,1,3,3,2,2,3,3,3,3,NA,3,NA,1,2.71428571428571,2,1.04001569846865
"Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Windowpane","Southern New England / Mid-Atlantic",NA,2,NA,0.611999989,1.703999996,0.851999998,"Scophthalmus","aquosus","Unknown","Unknown","Scophthalmus _ aquosus",1.25,1,3,3,2,2,3,3,3,3,NA,3,NA,1,2.71428571428571,2,1.04001569846865
"Yellowtail flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Georges Bank",NA,2,0.090000004,0.090000004,NA,NA,"Limanda","ferruginea","Unknown","Unknown","Limanda _ ferruginea",0.5,NA,NA,3,2,2,2,3,2,3,NA,3,NA,1,2.33333333333333,2.33333333333333,1.49071198499986
"Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Barndoor skate","Georges Bank / Southern New England",1,2,0,NA,2.154000044,1.070000052,"Dipturus","laevis","Unknown","Unknown","Dipturus _ laevis",1.25,NA,NA,1,2,1,2,1,1,1,NA,3,NA,1,1.33333333333333,1.66666666666667,1.7950549357115
"Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Clearnose skate","Southern New England / Mid-Atlantic",NA,2,0.927999973,NA,0.016000001,0.801999986,"Raja","eglanteria","Unknown","Unknown","Raja _ eglanteria",1.25,NA,NA,2,2,1,2,1,1,1,NA,3,NA,1,1.5,1.66666666666667,1.64147630029935
"Little skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Little skate","Georges Bank / Southern New England",NA,2,1.004999995,NA,1.159999967,0.579999983,"Leucoraja","erinacea","Unknown","Unknown","Leucoraja _ erinacea",1.25,NA,NA,3,2,1,2,1,1,1,NA,3,NA,1,1.66666666666667,1.66666666666667,1.49071198499986
"Rosette skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Rosette skate","Southern New England / Mid-Atlantic",NA,2,0,NA,2.191999912,1.075000048,"Leucoraja","garmani","Unknown","Unknown","Leucoraja _ garmani",1.25,NA,NA,2,2,1,2,1,1,1,NA,3,NA,1,1.5,1.66666666666667,1.64147630029935
"Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Smooth skate","Gulf of Maine",NA,2,0.587000012,NA,1.332999945,0.69599998,"Malacoraja","senta","Unknown","Unknown","Malacoraja _ senta",1.25,NA,NA,2,2,1,2,1,1,2,NA,3,NA,1,1.5,2,1.80277563773199
"Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Thorny skate","Gulf of Maine",NA,2,0.986999989,NA,0.071000002,0.035,"Amblyraja","radiata","Unknown","Unknown","Amblyraja _ radiata",1.25,NA,NA,2,2,1,1,2,1,2,NA,3,NA,1,1.5,2,1.80277563773199
"Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Northeast Shelf","Winter skate","Georges Bank / Southern New England",NA,2,1.014999986,NA,2.243000031,1.120000005,"Leucoraja","ocellata","Unknown","Unknown","Leucoraja _ ocellata",1.25,NA,NA,2,2,1,2,1,1,1,NA,3,NA,1,1.5,1.66666666666667,1.64147630029935
"Spiny dogfish - Atlantic Coast","NEFMC / MAFMC","Spiny Dogfish","NEFSC","Northeast Shelf","Spiny dogfish","Atlantic Coast",4,5,0.800000012,0.800000012,2.029999971,1.014999986,"Squalus","acanthias","No","No","Squalus _ acanthias",0.25,2,3,2,2,1,1,1,1,1,1,1,1,1,1.57142857142857,1.2,1.44250349272735
"Alaska plaice - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Alaska plaice","Bering Sea / Aleutian Islands",NA,6,0.405999988,0.405999988,NA,1.577999949,"Pleuronectes","quadrituberculatus","No","No","Pleuronectes _ quadrituberculatus",NA,1,3,3,1,1,1,3,2,3,NA,1,1,NA,2,1.5,1.11803398874989
"Alaska skate - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Alaska skate","Bering Sea / Aleutian Islands",NA,6,0.731000006,0.731000006,NA,2.065000057,"Bathyraja","parmifera","Unknown","Unknown","Bathyraja _ parmifera",NA,1,3,2,2,1,1,2,1,2,NA,1,NA,NA,1.71428571428571,1.33333333333333,1.3282214934268
"Arrowtooth flounder - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Arrowtooth flounder","Bering Sea / Aleutian Islands",NA,6,0.090999998,0.092,NA,2.582999945,"Atheresthes","stomias","No","No","Atheresthes _ stomias",NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.11803398874989
"Atka mackerel - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Atka mackerel","Bering Sea / Aleutian Islands",NA,6,0.493999988,0.493999988,NA,1.402999997,"Pleurogrammus","monopterygius","No","No","Pleurogrammus _ monopterygius",NA,NA,NA,3,2,2,3,2,2,2,NA,1,1,NA,2.33333333333333,1.33333333333333,0.74535599249993
"Flathead sole - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Flathead sole","Bering Sea / Aleutian Islands",NA,6,0.035,0.035,NA,2.076999903,"Hippoglossoides","elassodon","Unknown","Unknown","Hippoglossoides _ elassodon",NA,1,3,3,2,1,2,3,2,3,NA,1,NA,NA,2.28571428571429,1.66666666666667,0.977061168032533
"Greenland halibut - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Greenland halibut","Bering Sea / Aleutian Islands",NA,6,0.226999998,0.226999998,NA,1.488999963,"Reinhardtius","hippoglossoides","No","No","Reinhardtius _ hippoglossoides",NA,NA,NA,2,1,1,1,3,2,3,NA,1,1,NA,1.66666666666667,1.66666666666667,1.49071198499986
"Kamchatka flounder - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Kamchatka flounder","Bering Sea / Aleutian Islands",NA,6,0.595000029,0.727999985,NA,1.503999949,"Atheresthes","evermanni","No","No","Atheresthes _ evermanni",NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.11803398874989
"Northern rock sole - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Northern rock sole","Bering Sea / Aleutian Islands",NA,6,0.134000003,0.305999994,NA,1.611999989,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta _ polyxystra",NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Northern rockfish - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Northern rockfish","Bering Sea / Aleutian Islands",NA,6,0.328999996,0.301999986,NA,2.026000023,"Sebastes","polyspinis","No","No","Sebastes _ polyspinis",NA,NA,NA,3,1,1,1,2,1,2,NA,1,1,NA,1.5,1.33333333333333,1.53659074288215
"Pacific cod - Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific cod","Aleutian Islands",NA,2,0.574000001,0.574000001,NA,NA,"Gadus","macrocephalus","No","Unknown","Gadus _ macrocephalus",NA,NA,NA,2,2,2,3,2,2,3,NA,3,2,NA,2.16666666666667,2.66666666666667,1.86338998124982
"Pacific cod - Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific cod","Bering Sea",NA,6,0.790000021,0.790000021,NA,1.075000048,"Gadus","macrocephalus","No","No","Gadus _ macrocephalus",NA,NA,NA,2,2,2,3,2,2,3,NA,1,1,NA,2.16666666666667,1.66666666666667,1.06718737290548
"Pacific ocean perch - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific ocean perch","Bering Sea / Aleutian Islands",NA,6,0.674000025,0.674000025,NA,1.600000024,"Sebastes","alutus","No","No","Sebastes _ alutus",NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.42857142857143,1.25,1.59119067213896
"Walleye pollock - Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Aleutian Islands",NA,6,0.016000001,0.017999999,NA,1.309000015,"Gadus","predictive","No","No","Gadus _ chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.16666666666667,1.66666666666667,1.06718737290548
"Walleye pollock - Eastern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Eastern Bering Sea",4,6,0.73299998,0.626999974,NA,1.373000026,"Gadus","predictive","No","No","Gadus _ chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,1,1,1,NA,2.16666666666667,1.66666666666667,1.06718737290548
"Yellowfin sole - Bering Sea / Aleutian Islands","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Yellowfin sole","Bering Sea / Aleutian Islands",NA,6,0.702000022,0.702000022,NA,1.699000001,"Limanda","aspera","No","No","Limanda _ aspera",NA,1,3,3,2,1,1,3,2,3,NA,1,1,NA,2.14285714285714,1.5,0.992317427817843
"Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area / Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Sablefish","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska",NA,6,0.683000028,0.55400002,NA,1.491999984,"Anoplopoma","fimbria","Unknown","Unknown","Anoplopoma _ fimbria",0.25,1,3,2,2,1,2,1,1,1,NA,1,NA,1,1.71428571428571,1,1.28571428571429
"Arrowtooth flounder - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Arrowtooth flounder","Gulf of Alaska",NA,6,0.061999999,0.061999999,NA,2.049999952,"Atheresthes","stomias","No","No","Atheresthes _ stomias",NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.11803398874989
"Big skate - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Big skate","Gulf of Alaska",NA,2,0.270000011,0.270000011,NA,NA,"Raja","binoculata","Unknown","Unknown","Raja _ binoculata",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.80277563773199
"Dover sole - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Dover sole","Gulf of Alaska",NA,6,0.013,0.013,NA,4.580999851,"Microstomus","pacificus","Unknown","Unknown","Microstomus _ pacificus",NA,NA,NA,3,1,1,1,3,2,3,NA,1,NA,NA,1.83333333333333,2,1.53659074288215
"Dusky rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Dusky rockfish","Gulf of Alaska",NA,6,0.263999999,0.263999999,NA,1.995000005,"Sebastes","variabilis","No","No","Sebastes _ variabilis",NA,NA,NA,3,1,1,1,2,1,3,NA,1,1,NA,1.5,1.66666666666667,1.64147630029935
"Flathead sole - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Flathead sole","Gulf of Alaska",NA,6,0.217999995,0.217999995,NA,2.834000111,"Hippoglossoides","elassodon","No","No","Hippoglossoides _ elassodon",NA,1,3,3,2,1,2,3,2,3,NA,1,1,NA,2.28571428571429,1.5,0.871896829695265
"Longnose skate - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Longnose skate","Gulf of Alaska",1,2,0.289999992,0.289999992,NA,NA,"Raja","rhina","Unknown","Unknown","Raja _ rhina",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.80277563773199
"Northern rock sole - Central Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rock sole","Central Gulf of Alaska",NA,6,0.308999985,0.308999985,NA,1.437999964,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta _ polyxystra",NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Northern rock sole - Western Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rock sole","Western Gulf of Alaska",NA,6,0.005,0.005,NA,2.397000074,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta _ polyxystra",NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Northern rockfish - Western / Central Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rockfish","Western / Central Gulf of Alaska",NA,6,0.289000005,0.296999991,NA,1.368999958,"Sebastes","polyspinis","No","No","Sebastes _ polyspinis",NA,NA,NA,3,1,1,1,2,1,2,NA,1,1,NA,1.5,1.33333333333333,1.53659074288215
"Pacific cod - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pacific cod","Gulf of Alaska",NA,6,0.615999997,0.521000028,NA,0.899999976,"Gadus","macrocephalus","No","No","Gadus _ macrocephalus",NA,NA,NA,2,2,2,3,2,2,3,NA,1,1,NA,2.16666666666667,1.66666666666667,1.06718737290548
"Pacific ocean perch - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pacific ocean perch","Gulf of Alaska",NA,6,0.566999972,0.566999972,NA,1.914000034,"Sebastes","alutus","No","No","Sebastes _ alutus",NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.42857142857143,1.25,1.59119067213896
"Rex sole - Eastern Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rex sole","Eastern Gulf of Alaska",NA,6,0,0,NA,2.79399991,"Glyptocephalus","zachirus","Unknown","Unknown","Glyptocephalus _ zachirus",NA,NA,NA,3,2,1,2,2,2,3,NA,1,NA,NA,2,2,1.4142135623731
